2023-05-27 13:36:37,TG2023104A  ,4.13,32.0,54.6,192.168.1.77
2023-05-27 13:44:12,TG2023104A  ,4.19,31.5,54.4,192.168.1.77
2023-05-27 13:51:48,TG2023104A  ,4.05,32.2,52.2,192.168.1.77
2023-05-27 13:59:23,TG2023104A  ,4.19,31.7,52.7,192.168.1.77
2023-05-27 14:06:58,TG2023104A  ,4.08,31.3,55.4,192.168.1.77
2023-05-27 14:14:34,TG2023104A  ,4.05,31.9,53.8,192.168.1.77
2023-05-27 14:22:09,TG2023104A  ,4.22,32.1,52.9,192.168.1.77
2023-05-27 14:29:44,TG2023104A  ,4.16,31.9,52.2,192.168.1.77
2023-05-27 14:37:20,TG2023104A  ,4.19,31.6,53.2,192.168.1.77
2023-05-27 14:44:55,TG2023104A  ,4.16,31.1,53.9,192.168.1.77
2023-05-27 14:52:30,TG2023104A  ,4.08,31.3,54.0,192.168.1.77
2023-05-27 15:00:05,TG2023104A  ,4.22,31.4,54.8,192.168.1.77
2023-05-27 15:07:41,TG2023104A  ,4.22,31.1,54.1,192.168.1.77
2023-05-27 15:15:16,TG2023104A  ,4.19,31.4,53.4,192.168.1.77
2023-05-27 15:22:51,TG2023104A  ,4.16,30.7,52.9,192.168.1.77
2023-05-27 15:30:27,TG2023104A  ,4.11,30.7,53.1,192.168.1.77
2023-05-27 15:38:01,TG2023104A  ,4.16,30.5,55.1,192.168.1.77
2023-05-27 15:45:34,TG2023104A  ,4.27,30.4,55.1,192.168.1.77
2023-05-27 15:53:09,TG2023104A  ,4.19,30.4,56.2,192.168.1.77
2023-05-27 16:00:44,TG2023104A  ,4.24,31.0,52.6,192.168.1.77
2023-05-27 16:08:19,TG2023104A  ,4.24,31.0,52.1,192.168.1.77
2023-05-27 16:15:51,TG2023104A  ,4.11,30.2,55.6,192.168.1.77
2023-05-27 16:23:26,TG2023104A  ,0.00,29.3,58.6,192.168.1.77
2023-05-27 16:31:01,TG2023104A  ,4.13,28.7,61.2,192.168.1.77
2023-05-27 16:38:36,TG2023104A  ,0.00,28.5,62.2,192.168.1.77
2023-05-27 16:46:11,TG2023104A  ,4.22,28.2,63.9,192.168.1.77
2023-05-27 16:53:45,TG2023104A  ,4.16,27.9,64.7,192.168.1.77
2023-05-27 17:01:21,TG2023104A  ,4.19,27.7,66.3,192.168.1.77
2023-05-27 17:08:57,TG2023104A  ,4.22,27.6,66.6,192.168.1.77
2023-05-27 17:16:30,TG2023104A  ,4.13,27.5,65.9,192.168.1.77
2023-05-27 17:24:00,TG2023104A  ,4.22,27.2,66.0,192.168.1.77
2023-05-27 17:31:35,TG2023104A  ,4.22,27.0,66.2,192.168.1.77
2023-05-27 17:39:08,TG2023104A  ,4.19,26.8,67.0,192.168.1.77
2023-05-27 17:46:43,TG2023104A  ,4.19,26.7,68.4,192.168.1.77
2023-05-27 17:54:17,TG2023104A  ,4.24,26.7,67.8,192.168.1.77
2023-05-27 18:01:52,TG2023104A  ,4.16,26.4,68.4,192.168.1.77
2023-05-27 18:09:30,TG2023104A  ,4.16,26.1,69.6,192.168.1.77
2023-05-27 18:17:05,TG2023104A  ,4.16,25.9,71.0,192.168.1.77
2023-05-27 18:24:40,TG2023104A  ,4.22,25.9,71.2,192.168.1.77
2023-05-27 18:32:14,TG2023104A  ,4.16,25.7,72.2,192.168.1.77
2023-05-27 18:39:48,TG2023104A  ,4.16,25.6,73.1,192.168.1.77
2023-05-27 18:47:23,TG2023104A  ,4.16,25.5,73.1,192.168.1.77
2023-05-27 18:54:57,TG2023104A  ,4.13,25.3,73.1,192.168.1.77
2023-05-27 19:02:32,TG2023104A  ,4.11,25.2,73.4,192.168.1.77
2023-05-27 19:10:04,TG2023104A  ,4.19,25.1,74.1,192.168.1.77
2023-05-27 19:17:39,TG2023104A  ,4.11,24.9,75.1,192.168.1.77
2023-05-27 19:25:13,TG2023104A  ,4.19,24.7,75.9,192.168.1.77
2023-05-27 19:32:45,TG2023104A  ,4.13,24.5,76.8,192.168.1.77
2023-05-27 19:40:20,TG2023104A  ,4.13,24.4,77.6,192.168.1.77
2023-05-27 19:47:54,TG2023104A  ,4.13,24.3,78.2,192.168.1.77
2023-05-27 19:55:28,TG2023104A  ,4.13,24.2,79.0,192.168.1.77
2023-05-27 20:03:03,TG2023104A  ,4.11,24.1,79.9,192.168.1.77
2023-05-27 20:10:37,TG2023104A  ,4.13,24.0,80.7,192.168.1.77
2023-05-27 20:18:11,TG2023104A  ,4.13,23.8,82.0,192.168.1.77
2023-05-27 20:25:45,TG2023104A  ,4.13,23.7,82.6,192.168.1.77
2023-05-27 20:33:20,TG2023104A  ,4.13,23.6,84.3,192.168.1.77
2023-05-27 20:40:54,TG2023104A  ,4.11,23.4,85.1,192.168.1.77
2023-05-27 20:48:29,TG2023104A  ,4.13,23.4,86.2,192.168.1.77
2023-05-27 20:56:03,TG2023104A  ,4.16,23.3,86.6,192.168.1.77
2023-05-27 21:03:37,TG2023104A  ,4.13,23.2,87.2,192.168.1.77
2023-05-27 21:11:12,TG2023104A  ,4.11,23.2,87.5,192.168.1.77
2023-05-27 21:18:46,TG2023104A  ,4.13,23.1,87.3,192.168.1.77
2023-05-27 21:26:20,TG2023104A  ,4.13,23.1,87.9,192.168.1.77
2023-05-27 21:33:54,TG2023104A  ,4.13,23.0,88.9,192.168.1.77
2023-05-27 21:41:29,TG2023104A  ,4.11,22.8,89.2,192.168.1.77
2023-05-27 21:49:03,TG2023104A  ,4.11,22.8,89.8,192.168.1.77
2023-05-27 21:56:37,TG2023104A  ,4.11,22.6,89.6,192.168.1.77
2023-05-27 22:04:12,TG2023104A  ,4.11,22.4,89.3,192.168.1.77
2023-05-27 22:11:45,TG2023104A  ,4.11,22.3,90.0,192.168.1.77
